mutation_id,seed_id,family,order,source_seed_path,mutant_path,mutation_category,mutation_subtype,operator_id,operator_origin,quantum_specific,equivalent_candidate,bug_description,testing_relevance,expected_effect,difficulty,likely_killable_by,primary_site,secondary_sites
DEUTSCH_JOZSA_M010,deutsch_jozsa,deutsch_jozsa,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/deutsch_jozsa.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/deutsch_jozsa/deutsch_jozsa_m010.py,A_gate_level_quantum_bugs,oracle_mutation,DJ_PARTIAL_FINAL_H,quantum-specific,True,False,Apply the final Hadamard to only one query qubit.,"Quantum state evolution is path dependent, so a small gate mutation can silently change amplitudes or entanglement.",silent semantic failure,hard,unit tests|statistical output tests|equivalence checks,dj_final_h,
DEUTSCH_JOZSA_M011,deutsch_jozsa,deutsch_jozsa,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/deutsch_jozsa.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/deutsch_jozsa/deutsch_jozsa_m011.py,A_gate_level_quantum_bugs,single_qubit_gate_replacement,DJ_X_FOR_H,quantum-specific,True,False,Replace the final Hadamards with X gates.,"Quantum state evolution is path dependent, so a small gate mutation can silently change amplitudes or entanglement.",silent semantic failure,medium,unit tests|statistical output tests|equivalence checks,dj_final_h,
DEUTSCH_JOZSA_M012,deutsch_jozsa,deutsch_jozsa,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/deutsch_jozsa.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/deutsch_jozsa/deutsch_jozsa_m012.py,J_research_mutation_operators,statement_deletion,GEN_DELETE_STATEMENT,classical-mutation-inspired,False,False,Delete the statement block at mutation site dj_final_h.,Statement deletion is a canonical research mutation operator and creates controlled omissions in quantum workflows.,silent semantic failure,medium,unit tests|equivalence checks,dj_final_h,
DEUTSCH_JOZSA_M013,deutsch_jozsa,deutsch_jozsa,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/deutsch_jozsa.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/deutsch_jozsa/deutsch_jozsa_m013.py,J_research_mutation_operators,statement_replacement,GEN_ASSERT_TRAP,classical-mutation-inspired,False,False,Replace the statement block at mutation site dj_final_h with a runtime assertion trap.,Statement replacement is useful for separating parser-level validity from executable mutant handling.,runtime failure,easy,unit tests,dj_final_h,
DEUTSCH_JOZSA_M014,deutsch_jozsa,deutsch_jozsa,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/deutsch_jozsa.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/deutsch_jozsa/deutsch_jozsa_m014.py,I_classical_bugs,copy_paste_bug,GEN_COPY_PASTE,classical-mutation-inspired,False,False,Copy-paste the default block at mutation site dj_final_h and repeat it twice.,Copy-paste style mutations are realistic in circuit construction and workflow orchestration code.,silent semantic failure,medium,unit tests|equivalence checks,dj_final_h,
DEUTSCH_JOZSA_M015,deutsch_jozsa,deutsch_jozsa,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/deutsch_jozsa.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/deutsch_jozsa/deutsch_jozsa_m015.py,J_research_mutation_operators,statement_replacement,GEN_PASS_BLOCK,classical-mutation-inspired,False,False,Replace the statement block at mutation site dj_final_h with pass.,Replacing behavior with a no-op is a compact way to model missing logic without necessarily breaking syntax.,silent semantic failure,medium,unit tests|equivalence checks,dj_final_h,
DEUTSCH_JOZSA_M016,deutsch_jozsa,deutsch_jozsa,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/deutsch_jozsa.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/deutsch_jozsa/deutsch_jozsa_m016.py,J_research_mutation_operators,statement_replacement,GEN_SYNTAX_BREAK,classical-mutation-inspired,False,False,Inject a syntax error at mutation site dj_final_h.,Mutation datasets benefit from including a small class of parse-failing mutants for tooling robustness experiments.,syntax failure,easy,unit tests,dj_final_h,
DEUTSCH_JOZSA_HO001,deutsch_jozsa,deutsch_jozsa,higher_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/deutsch_jozsa.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/deutsch_jozsa/deutsch_jozsa_ho001.py,A_gate_level_quantum_bugs+A_gate_level_quantum_bugs,oracle_mutation+oracle_mutation,DJ_DELETE_ORACLE_ARM+DJ_DELETE_FINAL_H,quantum-specific+quantum-specific,True,False,Higher-order mutant combining: Delete one oracle arm from the balanced Deutsch-Jozsa oracle. AND Delete the final Hadamards used for interference.,Higher-order mutants stress fault interactions and help evaluate robustness beyond one-bug-per-mutant cases.,silent semantic failure,hard,statistical output tests|equivalence checks,dj_oracle,dj_final_h
BERNSTEIN_VAZIRANI_M001,bernstein_vazirani,bernstein_vazirani,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/bernstein_vazirani.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/bernstein_vazirani/bernstein_vazirani_m001.py,C_measurement_bugs,mapping_reorder,BV_REVERSE_MEASURE,quantum-specific,True,False,Reverse the BV measurement map and induce an endianness bug.,Measurement bugs often leave circuit construction intact while corrupting the observed classical evidence used by tests.,wrong distribution,medium,unit tests|statistical output tests|equivalence checks,bv_measure,
BERNSTEIN_VAZIRANI_M002,bernstein_vazirani,bernstein_vazirani,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/bernstein_vazirani.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/bernstein_vazirani/bernstein_vazirani_m002.py,C_measurement_bugs,wrong_measured_qubit,BV_MEASURE_ANCILLA,quantum-specific,True,False,Accidentally read the oracle ancilla instead of the last query qubit.,Measurement bugs often leave circuit construction intact while corrupting the observed classical evidence used by tests.,wrong distribution,medium,unit tests|statistical output tests|equivalence checks,bv_measure,
BERNSTEIN_VAZIRANI_M003,bernstein_vazirani,bernstein_vazirani,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/bernstein_vazirani.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/bernstein_vazirani/bernstein_vazirani_m003.py,J_research_mutation_operators,statement_deletion,GEN_DELETE_STATEMENT,classical-mutation-inspired,False,False,Delete the statement block at mutation site bv_measure.,Statement deletion is a canonical research mutation operator and creates controlled omissions in quantum workflows.,silent semantic failure,medium,unit tests|equivalence checks,bv_measure,
BERNSTEIN_VAZIRANI_M004,bernstein_vazirani,bernstein_vazirani,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/bernstein_vazirani.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/bernstein_vazirani/bernstein_vazirani_m004.py,J_research_mutation_operators,statement_replacement,GEN_ASSERT_TRAP,classical-mutation-inspired,False,False,Replace the statement block at mutation site bv_measure with a runtime assertion trap.,Statement replacement is useful for separating parser-level validity from executable mutant handling.,runtime failure,easy,unit tests,bv_measure,
BERNSTEIN_VAZIRANI_M005,bernstein_vazirani,bernstein_vazirani,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/bernstein_vazirani.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/bernstein_vazirani/bernstein_vazirani_m005.py,I_classical_bugs,copy_paste_bug,GEN_COPY_PASTE,classical-mutation-inspired,False,False,Copy-paste the default block at mutation site bv_measure and repeat it twice.,Copy-paste style mutations are realistic in circuit construction and workflow orchestration code.,silent semantic failure,medium,unit tests|equivalence checks,bv_measure,
BERNSTEIN_VAZIRANI_M006,bernstein_vazirani,bernstein_vazirani,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/bernstein_vazirani.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/bernstein_vazirani/bernstein_vazirani_m006.py,J_research_mutation_operators,statement_replacement,GEN_PASS_BLOCK,classical-mutation-inspired,False,False,Replace the statement block at mutation site bv_measure with pass.,Replacing behavior with a no-op is a compact way to model missing logic without necessarily breaking syntax.,silent semantic failure,medium,unit tests|equivalence checks,bv_measure,
BERNSTEIN_VAZIRANI_M007,bernstein_vazirani,bernstein_vazirani,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/bernstein_vazirani.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/bernstein_vazirani/bernstein_vazirani_m007.py,J_research_mutation_operators,statement_replacement,GEN_SYNTAX_BREAK,classical-mutation-inspired,False,False,Inject a syntax error at mutation site bv_measure.,Mutation datasets benefit from including a small class of parse-failing mutants for tooling robustness experiments.,syntax failure,easy,unit tests,bv_measure,
BERNSTEIN_VAZIRANI_M008,bernstein_vazirani,bernstein_vazirani,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/bernstein_vazirani.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/bernstein_vazirani/bernstein_vazirani_m008.py,J_research_mutation_operators,statement_deletion,GEN_DELETE_STATEMENT,classical-mutation-inspired,False,False,Delete the statement block at mutation site bv_secret_logic.,Statement deletion is a canonical research mutation operator and creates controlled omissions in quantum workflows.,silent semantic failure,medium,unit tests|equivalence checks,bv_secret_logic,
BERNSTEIN_VAZIRANI_M009,bernstein_vazirani,bernstein_vazirani,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/bernstein_vazirani.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/bernstein_vazirani/bernstein_vazirani_m009.py,J_research_mutation_operators,statement_replacement,GEN_ASSERT_TRAP,classical-mutation-inspired,False,False,Replace the statement block at mutation site bv_secret_logic with a runtime assertion trap.,Statement replacement is useful for separating parser-level validity from executable mutant handling.,runtime failure,easy,unit tests,bv_secret_logic,
BERNSTEIN_VAZIRANI_M010,bernstein_vazirani,bernstein_vazirani,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/bernstein_vazirani.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/bernstein_vazirani/bernstein_vazirani_m010.py,I_classical_bugs,copy_paste_bug,GEN_COPY_PASTE,classical-mutation-inspired,False,False,Copy-paste the default block at mutation site bv_secret_logic and repeat it twice.,Copy-paste style mutations are realistic in circuit construction and workflow orchestration code.,silent semantic failure,medium,unit tests|equivalence checks,bv_secret_logic,
BERNSTEIN_VAZIRANI_M011,bernstein_vazirani,bernstein_vazirani,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/bernstein_vazirani.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/bernstein_vazirani/bernstein_vazirani_m011.py,J_research_mutation_operators,statement_replacement,GEN_PASS_BLOCK,classical-mutation-inspired,False,False,Replace the statement block at mutation site bv_secret_logic with pass.,Replacing behavior with a no-op is a compact way to model missing logic without necessarily breaking syntax.,silent semantic failure,medium,unit tests|equivalence checks,bv_secret_logic,
BERNSTEIN_VAZIRANI_M012,bernstein_vazirani,bernstein_vazirani,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/bernstein_vazirani.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/bernstein_vazirani/bernstein_vazirani_m012.py,J_research_mutation_operators,statement_replacement,GEN_SYNTAX_BREAK,classical-mutation-inspired,False,False,Inject a syntax error at mutation site bv_secret_logic.,Mutation datasets benefit from including a small class of parse-failing mutants for tooling robustness experiments.,syntax failure,easy,unit tests,bv_secret_logic,
BERNSTEIN_VAZIRANI_HO001,bernstein_vazirani,bernstein_vazirani,higher_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/bernstein_vazirani.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/bernstein_vazirani/bernstein_vazirani_ho001.py,C_measurement_bugs+J_research_mutation_operators,mapping_reorder+statement_deletion,BV_REVERSE_MEASURE+GEN_DELETE_STATEMENT,quantum-specific+classical-mutation-inspired,True,False,Higher-order mutant combining: Reverse the BV measurement map and induce an endianness bug. AND Delete the statement block at mutation site bv_secret_logic.,Higher-order mutants stress fault interactions and help evaluate robustness beyond one-bug-per-mutant cases.,silent semantic failure,hard,statistical output tests|equivalence checks,bv_measure,bv_secret_logic
GROVER_M001,grover,grover,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/grover.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/grover/grover_m001.py,A_gate_level_quantum_bugs,oracle_mutation,GROVER_CX_ORACLE,quantum-specific,True,False,Use CX instead of a phase-flip oracle.,"Quantum state evolution is path dependent, so a small gate mutation can silently change amplitudes or entanglement.",silent semantic failure,hard,unit tests|statistical output tests|equivalence checks,grover_oracle,
GROVER_M002,grover,grover,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/grover.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/grover/grover_m002.py,A_gate_level_quantum_bugs,oracle_mutation,GROVER_DELETE_ORACLE,quantum-specific,True,False,Delete the Grover oracle phase flip.,"Quantum state evolution is path dependent, so a small gate mutation can silently change amplitudes or entanglement.",silent semantic failure,hard,unit tests|statistical output tests|equivalence checks,grover_oracle,
GROVER_M003,grover,grover,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/grover.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/grover/grover_m003.py,A_gate_level_quantum_bugs,extra_gate_insertion,GROVER_EXTRA_X,quantum-specific,True,False,Insert an unintended X gate into the oracle.,"Quantum state evolution is path dependent, so a small gate mutation can silently change amplitudes or entanglement.",wrong distribution,medium,unit tests|statistical output tests|equivalence checks,grover_oracle,
GROVER_M004,grover,grover,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/grover.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/grover/grover_m004.py,J_research_mutation_operators,statement_deletion,GEN_DELETE_STATEMENT,classical-mutation-inspired,False,False,Delete the statement block at mutation site grover_oracle.,Statement deletion is a canonical research mutation operator and creates controlled omissions in quantum workflows.,silent semantic failure,medium,unit tests|equivalence checks,grover_oracle,
GROVER_M005,grover,grover,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/grover.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/grover/grover_m005.py,J_research_mutation_operators,statement_replacement,GEN_ASSERT_TRAP,classical-mutation-inspired,False,False,Replace the statement block at mutation site grover_oracle with a runtime assertion trap.,Statement replacement is useful for separating parser-level validity from executable mutant handling.,runtime failure,easy,unit tests,grover_oracle,
GROVER_M006,grover,grover,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/grover.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/grover/grover_m006.py,I_classical_bugs,copy_paste_bug,GEN_COPY_PASTE,classical-mutation-inspired,False,False,Copy-paste the default block at mutation site grover_oracle and repeat it twice.,Copy-paste style mutations are realistic in circuit construction and workflow orchestration code.,silent semantic failure,medium,unit tests|equivalence checks,grover_oracle,
GROVER_M007,grover,grover,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/grover.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/grover/grover_m007.py,J_research_mutation_operators,statement_replacement,GEN_PASS_BLOCK,classical-mutation-inspired,False,False,Replace the statement block at mutation site grover_oracle with pass.,Replacing behavior with a no-op is a compact way to model missing logic without necessarily breaking syntax.,silent semantic failure,medium,unit tests|equivalence checks,grover_oracle,
GROVER_M008,grover,grover,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/grover.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/grover/grover_m008.py,J_research_mutation_operators,statement_replacement,GEN_SYNTAX_BREAK,classical-mutation-inspired,False,False,Inject a syntax error at mutation site grover_oracle.,Mutation datasets benefit from including a small class of parse-failing mutants for tooling robustness experiments.,syntax failure,easy,unit tests,grover_oracle,
GROVER_M009,grover,grover,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/grover.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/grover/grover_m009.py,A_gate_level_quantum_bugs,diffuser_mutation,GROVER_DELETE_DIFFUSER,quantum-specific,True,False,Delete the Grover diffuser.,"Quantum state evolution is path dependent, so a small gate mutation can silently change amplitudes or entanglement.",silent semantic failure,hard,unit tests|statistical output tests|equivalence checks,grover_diffuser,
GROVER_M010,grover,grover,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/grover.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/grover/grover_m010.py,A_gate_level_quantum_bugs,inverse_misuse,GROVER_INVERSE_DIFFUSER,quantum-specific,True,False,Use the inverse diffuser unexpectedly.,"Quantum state evolution is path dependent, so a small gate mutation can silently change amplitudes or entanglement.",wrong distribution,medium,unit tests|statistical output tests|equivalence checks,grover_diffuser,
GROVER_M011,grover,grover,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/grover.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/grover/grover_m011.py,D_circuit_structure_bugs,append_wrong_subroutine,GROVER_APPEND_ORACLE,classical-mutation-inspired,False,False,Compose the oracle twice instead of the diffuser.,Subroutine composition errors can silently preserve valid syntax while invalidating the algorithmic fixed point.,wrong distribution,hard,statistical output tests|equivalence checks,grover_diffuser,
GROVER_M012,grover,grover,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/grover.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/grover/grover_m012.py,J_research_mutation_operators,statement_deletion,GEN_DELETE_STATEMENT,classical-mutation-inspired,False,False,Delete the statement block at mutation site grover_diffuser.,Statement deletion is a canonical research mutation operator and creates controlled omissions in quantum workflows.,silent semantic failure,medium,unit tests|equivalence checks,grover_diffuser,
GROVER_M013,grover,grover,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/grover.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/grover/grover_m013.py,J_research_mutation_operators,statement_replacement,GEN_ASSERT_TRAP,classical-mutation-inspired,False,False,Replace the statement block at mutation site grover_diffuser with a runtime assertion trap.,Statement replacement is useful for separating parser-level validity from executable mutant handling.,runtime failure,easy,unit tests,grover_diffuser,
GROVER_M014,grover,grover,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/grover.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/grover/grover_m014.py,I_classical_bugs,copy_paste_bug,GEN_COPY_PASTE,classical-mutation-inspired,False,False,Copy-paste the default block at mutation site grover_diffuser and repeat it twice.,Copy-paste style mutations are realistic in circuit construction and workflow orchestration code.,silent semantic failure,medium,unit tests|equivalence checks,grover_diffuser,
GROVER_M015,grover,grover,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/grover.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/grover/grover_m015.py,J_research_mutation_operators,statement_replacement,GEN_PASS_BLOCK,classical-mutation-inspired,False,False,Replace the statement block at mutation site grover_diffuser with pass.,Replacing behavior with a no-op is a compact way to model missing logic without necessarily breaking syntax.,silent semantic failure,medium,unit tests|equivalence checks,grover_diffuser,
GROVER_M016,grover,grover,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/grover.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/grover/grover_m016.py,J_research_mutation_operators,statement_replacement,GEN_SYNTAX_BREAK,classical-mutation-inspired,False,False,Inject a syntax error at mutation site grover_diffuser.,Mutation datasets benefit from including a small class of parse-failing mutants for tooling robustness experiments.,syntax failure,easy,unit tests,grover_diffuser,
GROVER_HO001,grover,grover,higher_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/grover.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/grover/grover_ho001.py,A_gate_level_quantum_bugs+A_gate_level_quantum_bugs,oracle_mutation+diffuser_mutation,GROVER_CX_ORACLE+GROVER_DELETE_DIFFUSER,quantum-specific+quantum-specific,True,False,Higher-order mutant combining: Use CX instead of a phase-flip oracle. AND Delete the Grover diffuser.,Higher-order mutants stress fault interactions and help evaluate robustness beyond one-bug-per-mutant cases.,silent semantic failure,hard,statistical output tests|equivalence checks,grover_oracle,grover_diffuser
QFT_M001,qft,qft,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/qft.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/qft/qft_m001.py,B_parameter_bugs,qft_angle_bug,QFT_WRONG_ANGLE,mixed,True,False,Use pi/2 instead of pi/4 in the long-range QFT phase.,Parameterized quantum circuits are highly sensitive to angle values and parameter binding semantics.,wrong distribution,hard,property-based tests|statistical output tests|equivalence checks,qft_cp_small,
QFT_M002,qft,qft,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/qft.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/qft/qft_m002.py,B_parameter_bugs,sign_error,QFT_NEGATIVE_ANGLE,mixed,True,False,Negate the long-range QFT phase.,Parameterized quantum circuits are highly sensitive to angle values and parameter binding semantics.,wrong distribution,hard,property-based tests|statistical output tests|equivalence checks,qft_cp_small,
QFT_M003,qft,qft,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/qft.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/qft/qft_m003.py,A_gate_level_quantum_bugs,controlled_gate_replacement,QFT_CX_FOR_CP,quantum-specific,True,False,Use CX instead of controlled phase in the QFT core.,"Quantum state evolution is path dependent, so a small gate mutation can silently change amplitudes or entanglement.",wrong distribution,hard,unit tests|statistical output tests|equivalence checks,qft_cp_small,
QFT_M004,qft,qft,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/qft.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/qft/qft_m004.py,J_research_mutation_operators,statement_deletion,GEN_DELETE_STATEMENT,classical-mutation-inspired,False,False,Delete the statement block at mutation site qft_cp_small.,Statement deletion is a canonical research mutation operator and creates controlled omissions in quantum workflows.,silent semantic failure,medium,unit tests|equivalence checks,qft_cp_small,
QFT_M005,qft,qft,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/qft.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/qft/qft_m005.py,J_research_mutation_operators,statement_replacement,GEN_ASSERT_TRAP,classical-mutation-inspired,False,False,Replace the statement block at mutation site qft_cp_small with a runtime assertion trap.,Statement replacement is useful for separating parser-level validity from executable mutant handling.,runtime failure,easy,unit tests,qft_cp_small,
QFT_M006,qft,qft,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/qft.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/qft/qft_m006.py,I_classical_bugs,copy_paste_bug,GEN_COPY_PASTE,classical-mutation-inspired,False,False,Copy-paste the default block at mutation site qft_cp_small and repeat it twice.,Copy-paste style mutations are realistic in circuit construction and workflow orchestration code.,silent semantic failure,medium,unit tests|equivalence checks,qft_cp_small,
QFT_M007,qft,qft,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/qft.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/qft/qft_m007.py,J_research_mutation_operators,statement_replacement,GEN_PASS_BLOCK,classical-mutation-inspired,False,False,Replace the statement block at mutation site qft_cp_small with pass.,Replacing behavior with a no-op is a compact way to model missing logic without necessarily breaking syntax.,silent semantic failure,medium,unit tests|equivalence checks,qft_cp_small,
QFT_M008,qft,qft,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/qft.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/qft/qft_m008.py,J_research_mutation_operators,statement_replacement,GEN_SYNTAX_BREAK,classical-mutation-inspired,False,False,Inject a syntax error at mutation site qft_cp_small.,Mutation datasets benefit from including a small class of parse-failing mutants for tooling robustness experiments.,syntax failure,easy,unit tests,qft_cp_small,
QFT_M009,qft,qft,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/qft.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/qft/qft_m009.py,A_gate_level_quantum_bugs,entanglement_structure_mutation,QFT_DELETE_SWAP,quantum-specific,True,False,Delete the final swap pattern.,"Quantum state evolution is path dependent, so a small gate mutation can silently change amplitudes or entanglement.",wrong distribution,hard,unit tests|statistical output tests|equivalence checks,qft_swap,
QFT_M010,qft,qft,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/qft.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/qft/qft_m010.py,A_gate_level_quantum_bugs,controlled_gate_replacement,QFT_CX_FOR_SWAP,quantum-specific,True,False,Replace the final swap with a single CX.,"Quantum state evolution is path dependent, so a small gate mutation can silently change amplitudes or entanglement.",wrong distribution,medium,unit tests|statistical output tests|equivalence checks,qft_swap,
QFT_M011,qft,qft,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/qft.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/qft/qft_m011.py,A_gate_level_quantum_bugs,wrong_qubit,QFT_WRONG_SWAP,quantum-specific,True,False,Swap the wrong pair of qubits at the end of QFT.,"Quantum state evolution is path dependent, so a small gate mutation can silently change amplitudes or entanglement.",wrong distribution,medium,unit tests|statistical output tests|equivalence checks,qft_swap,
QFT_M012,qft,qft,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/qft.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/qft/qft_m012.py,J_research_mutation_operators,statement_deletion,GEN_DELETE_STATEMENT,classical-mutation-inspired,False,False,Delete the statement block at mutation site qft_swap.,Statement deletion is a canonical research mutation operator and creates controlled omissions in quantum workflows.,silent semantic failure,medium,unit tests|equivalence checks,qft_swap,
QFT_M013,qft,qft,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/qft.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/qft/qft_m013.py,J_research_mutation_operators,statement_replacement,GEN_ASSERT_TRAP,classical-mutation-inspired,False,False,Replace the statement block at mutation site qft_swap with a runtime assertion trap.,Statement replacement is useful for separating parser-level validity from executable mutant handling.,runtime failure,easy,unit tests,qft_swap,
QFT_M014,qft,qft,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/qft.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/qft/qft_m014.py,I_classical_bugs,copy_paste_bug,GEN_COPY_PASTE,classical-mutation-inspired,False,False,Copy-paste the default block at mutation site qft_swap and repeat it twice.,Copy-paste style mutations are realistic in circuit construction and workflow orchestration code.,silent semantic failure,medium,unit tests|equivalence checks,qft_swap,
QFT_M015,qft,qft,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/qft.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/qft/qft_m015.py,J_research_mutation_operators,statement_replacement,GEN_PASS_BLOCK,classical-mutation-inspired,False,False,Replace the statement block at mutation site qft_swap with pass.,Replacing behavior with a no-op is a compact way to model missing logic without necessarily breaking syntax.,silent semantic failure,medium,unit tests|equivalence checks,qft_swap,
QFT_M016,qft,qft,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/qft.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/qft/qft_m016.py,J_research_mutation_operators,statement_replacement,GEN_SYNTAX_BREAK,classical-mutation-inspired,False,False,Inject a syntax error at mutation site qft_swap.,Mutation datasets benefit from including a small class of parse-failing mutants for tooling robustness experiments.,syntax failure,easy,unit tests,qft_swap,
QFT_HO001,qft,qft,higher_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/qft.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/qft/qft_ho001.py,B_parameter_bugs+A_gate_level_quantum_bugs,qft_angle_bug+entanglement_structure_mutation,QFT_WRONG_ANGLE+QFT_DELETE_SWAP,mixed+quantum-specific,True,False,Higher-order mutant combining: Use pi/2 instead of pi/4 in the long-range QFT phase. AND Delete the final swap pattern.,Higher-order mutants stress fault interactions and help evaluate robustness beyond one-bug-per-mutant cases.,silent semantic failure,hard,statistical output tests|equivalence checks,qft_cp_small,qft_swap
